artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),,genre
['Gillian Welch'],551465,0.646,0.277,0.361,132.665,-11.227,1,5,0.793,0.0028,0.161,0.0292,0,274867,35,1996,4/9/1996,One More Dollar,,Folk
['Gillian Welch'],551465,0.48,0.417,0.366,145.637,-8.743,1,0,0.253,2.45E-05,0.155,0.0283,0,296267,38,2003,6/3/2003,Wrecking Ball,,Folk
['Gillian Welch'],551465,0.471,0.275,0.529,175.047,-11.095,0,5,0.975,0.000151,0.0678,0.0386,0,270893,37,1998,7/28/1998,The Devil Had A Hold Of Me,,Folk
['Gillian Welch'],551465,0.685,0.547,0.675,93.367,-6.945,1,8,0.693,0.0422,0.0572,0.03,0,185067,34,1998,7/28/1998,Caleb Meyer,,Folk
['Gillian Welch'],551465,0.375,0.225,0.24,177.381,-12.978,1,9,0.881,0.000326,0.0973,0.0361,0,207600,34,1998,7/28/1998,I'm Not Afraid To Die,,Folk
['Gillian Welch'],551465,0.513,0.346,0.219,134.544,-10.71,1,9,0.772,0.00152,0.713,0.0296,0,318853,39,2006,1/10/2006,Black Star,,Folk
['Gillian Welch'],551465,0.573,0.431,0.642,97.371,-9.066,0,5,0.83,0,0.104,0.0309,0,241957,43,2011,6/28/2011,The Way It Goes,,Folk
['Gillian Welch'],551465,0.627,0.18,0.466,134.247,-11.696,1,6,0.981,0.000373,0.107,0.0376,0,292160,43,2011,6/28/2011,Hard Times,,Folk
['Gillian Welch'],551465,0.522,0.256,0.399,146.24,-13.159,1,7,0.918,0.0252,0.0919,0.0321,0,186160,30,1996,4/9/1996,Acony Bell,,Folk
['Gillian Welch'],551465,0.588,0.0191,0.107,73.874,-16.524,1,3,0.925,4.97E-06,0.115,0.038,0,194467,36,2001,7/31/2001,Dear *******,,Folk
['Gillian Welch'],551465,0.7,0.118,0.335,122.591,-12.687,1,0,0.726,0.000497,0.109,0.0357,0,256027,56,2003,6/3/2003,Look At Miss Ohio,,Folk
['Gillian Welch'],551465,0.575,0.202,0.284,149.509,-11.926,0,9,0.896,0.00528,0.139,0.0317,0,243867,45,1996,4/9/1996,Annabelle,,Folk
['Gillian Welch'],551465,0.686,0.143,0.351,101.651,-14.701,1,0,0.94,7.65E-05,0.0792,0.042,0,288000,49,2001,7/31/2001,Everything Is Free,,Folk
['Gillian Welch'],551465,0.635,0.322,0.401,78.612,-9.738,1,9,0.227,0,0.114,0.0271,0,208373,48,2003,6/3/2003,Wayside/Back in Time,,Folk
['Gillian Welch'],551465,0.562,0.282,0.156,146.58,-9.772,0,9,0.829,0.0126,0.33,0.0312,0,382560,42,2001,7/31/2001,Revelator,,Folk
['Gordon Lightfoot'],667794,0.455,0.428,0.512,86.255,-17.94,0,6,0.216,7.02E-05,0.124,0.034,0,195573,28,1974,1974,Is There Anyone Home,,Folk
['Gordon Lightfoot'],667794,0.509,0.267,0.218,104.186,-16.625,1,2,0.703,0.000223,0.115,0.0272,0,253667,28,1974,1974,Too Late for Prayin',,Folk
['Gordon Lightfoot'],667794,0.539,0.189,0.146,108.311,-19.985,1,0,0.715,0.0473,0.111,0.0294,0,159467,30,1975,1975,Softly,,Folk
['Gordon Lightfoot'],667794,0.583,0.534,0.699,108.763,-13.153,1,5,0.218,0.000132,0.328,0.0322,0,168333,29,1975,1975,Wherefore and Why,,Folk
['Gordon Lightfoot'],667794,0.571,0.474,0.451,92.217,-15.767,1,6,0.0202,0.295,0.0688,0.0292,0,192000,31,1976,1976,I'd Do It *****,,Folk
['Gordon Lightfoot'],667794,0.518,0.328,0.47,103.077,-11.322,1,9,0.934,0.0102,0.158,0.0289,0,169200,22,1966,1/1/1966,Long River,,Folk
['Gordon Lightfoot'],667794,0.519,0.22,0.656,174.542,-13.752,1,4,0.95,0.117,0.0984,0.0416,0,152600,22,1966,1/1/1966,Changes,,Folk
['Gordon Lightfoot'],667794,0.609,0.204,0.243,121.506,-15.092,1,6,0.864,3.10E-05,0.0903,0.0356,0,192667,22,1966,1/1/1966,The First Time Ever I Saw Your Face,,Folk
['Gordon Lightfoot'],667794,0.614,0.266,0.721,117.725,-16.885,1,10,0.808,2.49E-05,0.116,0.0336,0,168093,29,1975,1975,Circle of Steel,,Folk
['Gordon Lightfoot'],667794,0.539,0.242,0.242,97.015,-17.017,1,4,0.824,0.00776,0.112,0.0332,0,166293,30,1975,1975,Bitter Green,,Folk
['Gordon Lightfoot'],667794,0.606,0.351,0.329,95.424,-16.077,1,8,0.533,0.0241,0.115,0.0338,0,180200,29,1975,1975,Cold on the Shoulder,,Folk
['Gordon Lightfoot'],667794,0.668,0.48,0.821,132.472,-9.188,1,2,0.795,0,0.34,0.028,0,167200,21,1966,1/1/1966,Rich Man's Spiritual,,Folk
['Gordon Lightfoot'],667794,0.364,0.436,0.472,135.788,-10.414,1,5,0.0413,9.19E-06,0.143,0.0321,0,381733,25,1967,4/1/1967,******** Railroad Trilogy,,Folk
['Gordon Lightfoot'],667794,0.641,0.694,0.299,101.704,-8.23,1,7,0.131,0.0022,0.0896,0.0253,0,183573,28,1975,1975,Old Dan's Records,,Folk
['Gordon Lightfoot'],667794,0.312,0.0896,0.211,207.146,-21.813,0,6,0.862,0.000332,0.185,0.0378,0,228640,28,1975,1975,Affair on 8th Avenue,,Folk
['Gordon Lightfoot'],667794,0.501,0.245,0.514,96.256,-15.235,1,9,0.841,0.000217,0.0876,0.0311,0,180027,24,1967,4/1/1967,Song For A Winter's *****,,Folk
['Gordon Lightfoot'],667794,0.55,0.234,0.749,95.88,-17.384,1,5,0.957,0.162,0.11,0.0311,0,164867,24,1968,11/1/1968,Bitter Green,,Folk
['Gordon Lightfoot'],667794,0.563,0.496,0.868,104.16,-13.059,1,2,0.673,2.49E-05,0.223,0.0305,0,153427,36,1993,10/5/1993,Did *** Mention My Name,,Folk
['Gordon Lightfoot'],667794,0.502,0.387,0.702,111.543,-10.748,0,6,0.711,0,0.133,0.0324,0,163733,19,1966,1/1/1966,Pride Of Man,,Folk
['Gordon Lightfoot'],667794,0.341,0.173,0.322,97.258,-17.755,1,4,0.852,4.09E-05,0.125,0.0326,0,207640,26,1970,1970,Minstrel of the Dawn,,Folk
['Gordon Lightfoot'],667794,0.63,0.403,0.603,96.265,-12.773,1,11,0.737,0,0.0955,0.0311,0,219173,25,1972,1972,Don Quixote,,Folk
['Gordon Lightfoot'],667794,0.637,0.431,0.9,112.2,-14.241,1,4,0.72,0,0.106,0.0302,0,150893,20,1966,1/1/1966,I'm Not Sayin',,Folk
['Gordon Lightfoot'],667794,0.564,0.343,0.734,108.064,-12.602,1,2,0.771,1.36E-06,0.14,0.0283,0,161973,19,1966,1/1/1966,Ribbon Of Darkness,,Folk
['Gordon Lightfoot'],667794,0.562,0.382,0.873,98.339,-12.668,1,4,0.879,0.0218,0.198,0.0305,0,128000,18,1966,1/1/1966,Sixteen Miles (To Seven Lakes),,Folk
['Gordon Lightfoot'],667794,0.513,0.185,0.243,111.375,-17.369,0,6,0.863,1.00E-05,0.104,0.0322,0,207973,20,1968,11/1/1968,Affair On 8th Avenue,,Folk
['Gordon Lightfoot'],667794,0.538,0.39,0.769,102.595,-14.36,1,9,0.728,5.14E-06,0.0596,0.0279,0,183200,24,1970,1970,Baby It's Allright,,Folk
['Gordon Lightfoot'],667794,0.612,0.24,0.223,122.565,-12.821,1,9,0.745,7.86E-05,0.115,0.033,0,228840,45,2005,6/21/2005,If You Could Read My Mind,,Folk
['Gordon Lightfoot'],667794,0.399,0.154,0.182,102.815,-17.305,1,4,0.772,0.00859,0.151,0.0291,0,237307,24,1970,1970,Your Love's Return,,Folk
['Gordon Lightfoot'],667794,0.483,0.554,0.674,90.596,-9.623,1,2,0.553,0.00713,0.225,0.0243,0,244427,23,1971,1971,Summer Side of Life,,Folk
['Gordon Lightfoot'],667794,0.476,0.398,0.745,98.474,-13.61,1,2,0.827,0.00134,0.22,0.0309,0,185373,19,1967,4/1/1967,Home From The Forest,,Folk
['Gordon Lightfoot'],667794,0.652,0.332,0.482,123.885,-16.829,1,9,0.462,7.12E-05,0.198,0.035,0,181907,23,1976,1976,Never Too Close,,Folk
['Gordon Lightfoot'],667794,0.473,0.124,0.201,111.53,-18.234,1,9,0.732,0.00142,0.26,0.0338,0,229173,22,1976,1976,Spanish Moss,,Folk
['Gordon Lightfoot'],667794,0.434,0.17,0.176,91.451,-17.932,0,1,0.447,0.00124,0.122,0.029,0,240440,22,1976,1976,Protocol,,Folk
['Gordon Lightfoot'],667794,0.612,0.24,0.223,122.565,-12.821,1,9,0.745,7.86E-05,0.115,0.033,0,228840,63,1970,1970,If You Could Read My Mind,,Folk
['Gordon Lightfoot'],667794,0.794,0.427,0.751,105.732,-15.492,1,11,0.334,1.04E-05,0.0703,0.029,0,213400,65,1974,1974,Sundown,,Folk
['Gordon Lightfoot'],667794,0.538,0.346,0.459,85.031,-14.403,1,4,0.466,1.24E-05,0.0929,0.0252,0,222133,53,1974,1974,Carefree Highway,,Folk
['Gordon Lightfoot'],667794,0.559,0.491,0.658,81.85,-14.57,1,2,0.296,0.000473,0.303,0.0346,0,258333,53,1974,1974,The Watchman's Gone,,Folk
['Gordon Lightfoot'],667794,0.603,0.252,0.179,122.631,-12.402,1,2,0.68,6.96E-05,0.147,0.0337,0,229560,56,1975,1975,If You Could Read My Mind,,Folk
['Gordon Lightfoot'],667794,0.308,0.376,0.158,186.047,-15.24,1,4,0.116,2.52E-06,0.166,0.0626,0,389280,61,1976,1976,The Wreck of the Edmund Fitzgerald,,Folk
['Gordon Lightfoot'],667794,0.478,0.272,0.715,105.441,-16.161,1,5,0.497,1.91E-05,0.124,0.03,0,198067,50,1975,1975,Early Morning Rain,,Folk
['Gordon Lightfoot'],667794,0.303,0.323,0.228,185.842,-16.144,1,4,0.391,3.00E-06,0.295,0.0568,0,357973,46,1976,1976,The Wreck of the Edmund Fitzgerald - Single Version,,Folk
['Gordon Lightfoot'],667794,0.549,0.342,0.602,110.079,-12.737,1,5,0.55,0,0.138,0.0305,0,188133,40,1966,1/1/1966,Early Mornin' Rain,,Folk
['Gordon Lightfoot'],667794,0.772,0.38,0.937,105.946,-16.874,1,4,0.478,0.004,0.226,0.0339,0,173200,41,1974,1974,********* U.S.A.,,Folk
['Gordon Lightfoot'],667794,0.672,0.425,0.533,109.575,-12.117,1,11,0.678,0.000616,0.142,0.0277,0,168827,46,1975,1975,Rainy Day People,,Folk
['Gordon Lightfoot'],667794,0.543,0.45,0.448,85.006,-10.688,1,4,0.583,0,0.0595,0.024,0,222667,42,1975,1975,Carefree Highway,,Folk
['Gordon Lightfoot'],667794,0.692,0.224,0.484,87.434,-16.513,1,4,0.828,0.054,0.0479,0.0356,0,226493,44,1970,1970,Me and Bobby McGee,,Folk
['Gordon Lightfoot'],667794,0.643,0.474,0.951,89.555,-13.692,1,1,0.669,0,0.0458,0.0354,0,134667,36,1974,1974,High and Dry,,Folk
['Gordon Lightfoot'],667794,0.496,0.521,0.359,83.646,-12.946,1,4,0.613,0.000567,0.0718,0.0308,0,359933,36,1974,1974,Seven Island Suite,,Folk
['Gordon Lightfoot'],667794,0.322,0.368,0.317,103.497,-14.497,1,5,0.652,0.000193,0.124,0.0306,0,425160,41,1975,1975,******** Railroad Trilogy,,Folk
['Gordon Lightfoot'],667794,0.593,0.243,0.433,106.764,-18.095,1,4,0.856,0.000244,0.168,0.0304,0,202933,39,1975,1975,Beautiful,,Folk
['Gordon Lightfoot'],667794,0.575,0.32,0.525,97.385,-16.777,1,1,0.833,0.0057,0.119,0.0349,0,169573,38,1975,1975,Steel Rail *****,,Folk
['Gordon Lightfoot'],667794,0.503,0.573,0.678,91.631,-9.994,1,3,0.314,1.62E-05,0.334,0.0241,0,241640,40,1978,1978,The Circle Is Small,,Folk
['Gordon Lightfoot'],667794,0.619,0.386,0.639,109.135,-15.112,0,6,0.576,0.000331,0.265,0.0284,0,147893,32,1966,1/1/1966,For Lovin' Me,,Folk
['Gordon Lightfoot'],667794,0.625,0.429,0.759,97.66,-13.448,1,9,0.421,0,0.0579,0.0409,0,160400,33,1967,4/1/1967,Go-Go Round,,Folk
['Gordon Lightfoot'],667794,0.428,0.174,0.283,109.891,-15.828,0,7,0.955,0.0693,0.11,0.0363,0,170640,35,1968,1/1/1968,************* Cat-Tails,,Folk
['Gordon Lightfoot'],667794,0.5,0.256,0.169,113.562,-13.103,1,11,0.938,0.0281,0.129,0.0292,0,312800,33,1968,1/1/1968,The Last Time I Saw Her,,Folk
['Gordon Lightfoot'],667794,0.659,0.653,0.917,139.296,-10.496,1,9,0.627,2.72E-05,0.108,0.0286,0,207027,38,1975,1975,Cotton Jenny,,Folk
['Gordon Lightfoot'],667794,0.594,0.614,0.557,93.431,-13.915,1,4,0.323,9.89E-05,0.152,0.0423,0,198307,38,1976,1976,Race Among the Ruins,,Folk
['Gordon Lightfoot'],667794,0.499,0.404,0.374,107.674,-12.895,1,11,0.565,0.0801,0.07,0.0266,0,260827,40,1978,1978,Daylight Katy,,Folk
['Gordon Lightfoot'],667794,0.567,0.558,0.78,119.791,-9.131,1,8,0.409,0,0.14,0.0397,0,179573,31,1967,4/1/1967,Crossroads,,Folk
['Gordon Lightfoot'],667794,0.563,0.496,0.868,104.16,-13.059,1,2,0.673,2.49E-05,0.223,0.0305,0,153427,32,1968,1/1/1968,Did *** Mention My Name,,Folk
['Gordon Lightfoot'],667794,0.43,0.423,0.695,98.711,-10.356,1,5,0.831,0.000131,0.409,0.0294,0,217933,31,1968,1/1/1968,Mountains And ******,,Folk
['Gordon Lightfoot'],667794,0.588,0.261,0.406,106.636,-16.489,0,4,0.883,0.0193,0.127,0.0301,0,203840,35,1972,1972,Beautiful,,Folk
['Gordon Lightfoot'],667794,0.669,0.533,0.836,114.175,-9.988,1,4,0.455,1.19E-06,0.103,0.028,0,185067,36,1972,1972,Alberta Bound,,Folk
['Gordon Lightfoot'],667794,0.794,0.521,0.739,105.711,-11.143,1,11,0.497,0,0.0723,0.0273,0,213973,35,1975,1975,Sundown,,Folk
['Gordon Lightfoot'],667794,0.653,0.148,0.687,99.431,-17.379,1,9,0.91,0.0571,0.111,0.0397,0,211560,34,1970,1970,The Pony Man,,Folk
['Gordon Lightfoot'],667794,0.63,0.164,0.47,97.377,-16.142,1,4,0.908,0.00747,0.109,0.0337,0,204627,34,1970,1970,Sit Down Young Stranger,,Folk
['Gordon Lightfoot'],667794,0.638,0.397,0.907,92.621,-13.092,1,4,0.795,2.20E-05,0.158,0.0327,0,183427,35,1972,1972,Second *** of ******,,Folk
['Gordon Lightfoot'],667794,0.408,0.299,0.584,96.217,-16.016,1,9,0.652,0.0209,0.231,0.0281,0,182307,34,1975,1975,Song for a Winter's *****,,Folk
['Gordon Lightfoot'],667794,0.616,0.323,0.67,87.861,-12.569,1,1,0.894,0.00209,0.115,0.0335,0,173307,26,1966,1/1/1966,Steel Rail *****,,Folk
['Gordon Lightfoot'],667794,0.587,0.159,0.331,111.879,-18.531,1,2,0.853,0.0249,0.0884,0.0308,0,201040,32,1970,1970,******** Clothes,,Folk
['Gordon Lightfoot'],667794,0.481,0.375,0.722,100.626,-13.899,1,4,0.599,0,0.0821,0.027,0,177133,32,1970,1970,Approaching Lavender,,Folk
['Gordon Lightfoot'],667794,0.547,0.425,0.602,108.716,-15.296,1,0,0.444,0.000157,0.178,0.0345,0,186133,32,1975,1975,I'm Not Sayin' / Ribbon of Darkness,,Folk
['Gordon Lightfoot'],667794,0.633,0.41,0.527,96.282,-12.799,1,11,0.751,0,0.105,0.0316,0,219173,32,1975,1975,Don Quixote,,Folk
['Gordon Lightfoot'],667794,0.481,0.551,0.675,90.602,-9.569,1,2,0.529,0.00715,0.372,0.0246,0,243933,32,1975,1975,Summer Side of Life,,Folk
['Gordon Lightfoot'],667794,0.359,0.345,0.386,178.325,-15.295,1,9,0.325,0,0.184,0.0403,0,171907,34,1976,1976,The House You Live In,,Folk
['Gordon Lightfoot'],667794,0.575,0.116,0.246,111.126,-20.541,1,0,0.895,0.000196,0.187,0.0293,0,208467,34,1976,1976,I'm Not Supposed to Care,,Folk
['Gordon Lightfoot'],667794,0.583,0.556,0.836,86.491,-13.136,1,2,0.222,0,0.0367,0.0291,0,147667,33,1976,1976,Summertime Dream,,Folk
['Gordon Lightfoot'],667794,0.626,0.316,0.588,124.619,-14.433,0,11,0.815,0.0268,0.131,0.029,0,225467,25,1966,1/1/1966,The Way I Feel,,Folk
['Gordon Lightfoot'],667794,0.612,0.203,0.441,106.447,-16.624,1,9,0.844,0.000226,0.165,0.0279,0,242827,32,1972,1972,Christian Island (Georgian Bay),,Folk
['Gordon Lightfoot'],667794,0.638,0.66,0.849,91.624,-13.332,1,9,0.282,0.00103,0.196,0.0299,0,186760,28,1974,1974,The List,,Folk
['Gordon Lightfoot'],667794,0.618,0.228,0.652,117.6,-17.91,1,10,0.767,2.54E-05,0.125,0.0326,0,166173,29,1974,1974,Circle of Steel,,Folk
['Gordon Lightfoot'],667794,0.527,0.508,0.676,103.568,-15.364,1,9,0.27,0.00782,0.176,0.0339,0,209400,32,1975,1975,For Lovin' Me / Did *** Mention My Name,,Folk
['Gordon Lightfoot'],667794,0.341,0.173,0.322,97.258,-17.755,1,4,0.852,4.09E-05,0.125,0.0326,0,207640,30,1975,1975,Minstrel of the Dawn,,Folk
['Greg Brown'],800426,0.717,0.199,0.323,122.076,-21.163,1,7,0.744,0.0478,0.0636,0.0412,0,285493,36,1992,3/18/1992,Just By Myself,,Folk
['Greg Brown'],800426,0.774,0.258,0.551,130.821,-16.776,1,5,0.628,0.000109,0.12,0.0356,0,357133,37,1992,3/18/1992,Dream Caf茅,,Folk
['Greg Brown'],800426,0.538,0.226,0.343,92.134,-17.246,1,7,0.868,0.000412,0.105,0.0344,0,208733,38,1996,9/17/1996,Hey Baby Hey,,Folk
['Greg Brown'],800426,0.422,0.215,0.0607,172.55,-16.392,0,6,0.553,0.00424,0.111,0.133,0,274920,46,1990,1990,Spring Wind,,Folk
['Greg Brown'],800426,0.608,0.453,0.717,106.78,-14.952,1,2,0.593,0.000166,0.0595,0.0336,0,290707,37,1990,1990,Two Little Feet,,Folk
['Hazel Dickens'],671156,0.391,0.529,0.902,161.304,-11.095,1,6,0.845,0.0858,0.065,0.0329,0,104427,34,1996,5/21/1996,Train on the Island,,Folk
['Ian & Sylvia'],74134,0.546,0.156,0.563,97.826,-20.491,1,5,0.868,5.93E-05,0.121,0.0276,0,209907,18,1965,1965,Darcy Farrow,,Folk
['Ian & Sylvia'],74134,0.552,0.387,0.763,106.632,-13.565,1,5,0.672,9.44E-05,0.29,0.0285,0,157973,16,1965,1965,Nancy Whiskey,,Folk
['Ian & Sylvia'],74134,0.67,0.389,0.566,114.917,-13.762,0,6,0.747,1.47E-05,0.0981,0.0372,0,171000,14,1964,1964,Nova Scotia Farewell,,Folk
['Ian & Sylvia'],74134,0.516,0.417,0.632,124.087,-12.811,1,6,0.51,0.00145,0.187,0.0329,0,162000,12,1964,1964,Four Rode By,,Folk
['Ian & Sylvia'],74134,0.474,0.118,0.658,98.095,-22.932,1,4,0.844,0.00946,0.113,0.0296,0,238000,43,1965,1965,Early Morning Rain,,Folk
['Ian & Sylvia'],74134,0.519,0.535,0.888,140.402,-13.214,1,5,0.763,0,0.135,0.0318,0,167000,23,1964,1964,You Were On My Mind,,Folk
['Ian & Sylvia'],74134,0.613,0.156,0.549,124.566,-15.968,1,0,0.643,4.20E-06,0.0857,0.0322,0,141000,23,1964,1964,**** Day Soon,,Folk
['Jean Ritchie'],231645,0.426,0.0155,0.613,127.244,-15.112,0,3,0.985,0,0.222,0.0503,0,167560,8,1956,9/4/1956,Wondrous Love,,Folk
['Jean Ritchie'],231645,0.644,0.254,0.354,128.623,-12.277,0,3,0.992,4.33E-05,0.112,0.0926,0,97040,8,1956,9/4/1956,The Gambling Suitor,,Folk
['Jean Ritchie'],231645,0.502,0.0563,0.501,97.128,-13.639,1,4,0.982,1.14E-05,0.106,0.0511,0,83573,7,1956,9/4/1956,The Riddle Song,,Folk
['Jean Ritchie'],231645,0.681,0.261,0.68,96.261,-11.371,1,2,0.971,0.00013,0.106,0.112,0,103840,5,1956,9/4/1956,The Swapping Song,,Folk
['Jean Ritchie'],231645,0.596,0.0951,0.466,81.678,-12.966,0,11,0.989,0,0.0993,0.0419,0,126827,5,1956,9/4/1956,The Bashful Courtship,,Folk
['Jean Ritchie'],231645,0.463,0.056,0.414,74.857,-15.531,1,4,0.991,6.89E-06,0.0963,0.0505,0,89560,3,1956,9/4/1956,The Old Grey Goose Is Dead,,Folk
['Jean Ritchie'],231645,0.542,0.0448,0.465,92.247,-16.792,1,0,0.97,0.000276,0.104,0.0562,0,136800,3,1956,9/4/1956,Locks and Bolts,,Folk
['Jean Ritchie'],231645,0.494,0.0162,0.4,131.408,-18.573,0,7,0.992,1.75E-06,0.09,0.0524,0,136733,28,1952,1952,Black Is the Color,,Folk
['Jean Ritchie'],231645,0.58,0.0783,0.625,125.931,-20.456,1,4,0.955,0.000244,0.171,0.055,0,131707,25,1952,1952,Jubilee,,Folk
['Jean Ritchie'],231645,0.458,0.014,0.628,171.799,-21.487,1,1,0.98,0,0.208,0.0444,0,59773,13,1952,1952,A Short Life of Trouble,,Folk
['Jean Ritchie'],231645,0.393,0.0444,0.367,81.953,-18.068,0,2,0.984,0,0.0805,0.0482,0,107813,11,1952,1952,O Love Is Teasin',,Folk
['Jean Ritchie'],231645,0.401,0.0216,0.279,168.842,-17.937,0,7,0.925,0,0.106,0.0481,0,155133,9,1952,1952,Old ********,,Folk
['Jean Ritchie'],231645,0.495,0.0145,0.907,97.708,-22.55,1,5,0.931,0,0.22,0.0578,0,116667,10,1952,1952,One Morning in May (aka the ************,,Folk
['Jean Ritchie'],231645,0.675,0.0558,0.519,97.385,-19.956,1,10,0.971,0,0.462,0.894,0,103813,9,1952,1952,The Little Devils,,Folk
['Jean Ritchie'],231645,0.401,0.00969,0.348,77.804,-21.711,0,1,0.981,0,0.0816,0.0425,0,67253,9,1952,1952,Skin and Bones,,Folk
['Jean Ritchie'],231645,0,0.0308,0,0,-22.44,1,9,0.943,0,0.143,0,0,95253,8,1952,1952,One Morning in May - Another Version,,Folk
['Jean Ritchie'],231645,0.465,0.0383,0.622,144.426,-21.371,1,3,0.977,0,0.0689,0.0427,0,61360,6,1952,1952,Hush Little Baby,,Folk
['Jean Ritchie'],231645,0.482,0.0237,0.509,56.417,-20.459,1,2,0.982,0,0.105,0.0561,0,145613,7,1952,1952,The Cuckoo,,Folk
['Jean Ritchie'],231645,0.484,0.0029,0.757,144.856,-24.939,1,8,0.935,0,0.139,0.0596,0,83613,7,1952,1952,Keep Your Garden Clean,,Folk
['Jean Ritchie'],231645,0.543,0.0909,0.829,106.763,-19.667,1,11,0.903,0,0.231,0.0544,0,116680,6,1952,1952,Gypsum Davy,,Folk
['Jean Ritchie'],231645,0.614,0.055,0.569,116.524,-19.303,0,9,0.992,0,0.335,0.0691,0,108733,6,1952,1952,The Cuckoo - Another Version,,Folk
['Jean Ritchie'],231645,0.551,0.0209,0.686,127.614,-20.469,1,9,0.988,0,0.086,0.0419,0,95613,6,1952,1952,Little Cory,,Folk
['Jean Ritchie'],231645,0.472,0.0224,0.733,98.979,-20.453,1,3,0.971,0,0.132,0.0463,0,85453,6,1952,1952,My Boy Willie - Version *,,Folk
['Jean Ritchie'],231645,0.55,0.0694,0.377,84.703,-13.659,1,2,0.977,0,0.176,0.0633,0,149933,13,1956,9/4/1956,The Devil's Question,,Folk
['Jeffrey Lewis'],263995,0.403,0.299,0.114,166.102,-14.448,0,4,0.874,0.735,0.0837,0.0598,0,307293,39,2001,9/3/2001,The Last Time I Did Acid I Went Insane,,Folk
['Joan Baez'],69153,0.547,0.23,0.267,125.833,-15.368,1,10,0.631,3.69E-05,0.674,0.034,0,219533,36,1976,1/1/1976,Forever Young - Live On Tour / ****,,Folk
['Joan Baez'],69153,0.48,0.498,0.763,80.872,-13.317,1,11,0.059,0.00246,0.2,0.0274,0,230827,30,1970,1970,No Expectations,,Folk
['Joan Baez'],69153,0.423,0.138,0.177,126.808,-16.931,1,3,0.866,0,0.181,0.0341,0,426960,33,1971,1971,***** Horses,,Folk
['Joan Baez'],69153,0.524,0.417,0.519,95.152,-11.948,1,5,0.302,0,0.309,0.0251,0,184667,33,1975,4/1/1975,***** In There,,Folk
['Joan Baez'],69153,0.637,0.561,0.743,133.146,-9.959,1,10,0.635,0,0.161,0.0365,0,270333,34,1975,4/1/1975,Fountain Of Sorrow,,Folk
['Joan Baez'],69153,0.337,0.119,0.197,87.922,-15.331,1,5,0.895,0,0.11,0.0363,0,195800,28,1967,1967,Saigon Bride,,Folk
['Joan Baez'],69153,0.525,0.585,0.882,89.32,-9.926,0,9,0.422,0,0.132,0.0438,0,216133,37,1974,4/1/1974,Gracias A La Vida,,Folk
['Joan Baez'],69153,0.229,0.232,0.173,176.056,-12.063,1,0,0.761,0,0.162,0.0281,0,165027,33,1975,4/1/1975,Never Dreamed You'd Leave In Summer,,Folk
['Joan Baez'],69153,0.493,0.206,0.168,128.92,-14.796,1,0,0.718,0,0.101,0.0355,0,268173,32,1975,4/1/1975,Jesse,,Folk
['Joan Baez'],69153,0.537,0.632,0.799,97.123,-10.639,1,9,0.162,9.14E-05,0.149,0.0348,0,165667,32,1975,4/1/1975,**** Sky,,Folk
['Joan Baez'],69153,0.51,0.0213,0.322,142.149,-20.72,1,11,0.936,0,0.108,0.037,0,218093,20,1965,1965,The River In The Pines,,Folk
['Joan Baez'],69153,0.303,0.122,0.0884,98.278,-14.997,1,4,0.977,0,0.0873,0.0367,0,302733,27,1967,1967,Annabel Lee,,Folk
['Joan Baez'],69153,0.46,0.28,0.399,151.355,-12.645,0,7,0.663,0,0.131,0.0313,0,220867,33,1974,4/1/1974,La Llorona,,Folk
['Joan Baez'],69153,0.216,0.27,0.255,86.614,-16.629,1,1,0.935,0,0.958,0.0661,0,265707,33,1976,1/1/1976,Amazing Grace - Live On Tour / ****,,Folk
['Joan Baez'],69153,0.369,0.109,0.287,147.857,-15.423,1,7,0.874,0.000102,0.121,0.0364,0,223040,17,1965,1965,"Rock, Salt And Nails",,Folk
['Joan Baez'],69153,0.496,0.0623,0.328,79.945,-17.42,1,5,0.89,1.32E-06,0.109,0.0372,0,197893,19,1965,1965,Ranger's Command,,Folk
['Joan Baez'],69153,0.283,0.02,0.228,53.175,-20.24,1,5,0.975,1.15E-05,0.0952,0.0508,0,188827,18,1965,1965,The Water Is Wide,,Folk
['Joan Baez'],69153,0.282,0.276,0.272,153.397,-14.721,1,11,0.129,0,0.0578,0.0298,0,677800,24,1968,1968,Sad-Eyed Lady Of The Low Lands,,Folk
['Joan Baez'],69153,0.501,0.293,0.441,104.125,-12.475,1,1,0.556,0,0.194,0.0279,0,186160,27,1971,1971,Blessed Are,,Folk
['Joan Baez'],69153,0.508,0.0712,0.195,96.385,-20.341,1,0,0.951,0,0.229,0.0302,0,211067,22,1971,1971,Gabriel And Me,,Folk
['Joan Baez'],69153,0.591,0.661,0.807,119.596,-9.326,1,11,0.149,0,0.175,0.038,0,285333,28,1975,4/1/1975,Simple Twist Of ****,,Folk
['Joan Baez'],69153,0.472,0.134,0.233,85.45,-17.817,1,11,0.884,0.000209,0.112,0.0332,0,164760,17,1965,1965,One Too Many Mornings,,Folk
['Joan Baez'],69153,0.578,0.114,0.619,72.105,-19.965,1,0,0.487,0,0.102,0.0355,0,181093,19,1968,1968,You Ain't Goin' Nowhere,,Folk
